55823,55692,56710,55721,55553,52612,53045,52642,54062,51773,59755,57493,53520,54578,54188,52658,51968,50319,50810,48746,49697,48788,48943,48381,50067,50561,52195,53578,55037,55135,57386,58792,65516,69412,75007,78593,81107,78115,73251,69486,69625,67343,68260,69398,68151,69455
56371,55095,54944,55911,54922,54768,51857,52327,51906,53279,51019,58955,56695,52811,53817,53413,51906,51231,49621,50153,48154,49073,48161,48300,47718,49502,49964,51607,53000,54440,54530,56834,58126,64862,68651,74246,77809,80273,77429,72553,68813,69016,66782,67697,68833,67597
53549,55470,54254,54128,55104,54098,53914,51104,51506,51121,52417,50223,58080,55785,51985,52987,52581,51114,50460,48889,49433,47503,48403,47459,47623,47068,48903,49333,51019,52412,53864,53924,56188,57467,64199,67872,73430,77011,79467,76715,71844,68212,68413,66238,67151,68264
51100,52606,54536,53361,53256,54205,53165,53070,50290,50655,50256,51500,49395,57077,54875,51120,52085,51695,50301,49662,48140,48737,46874,47648,46772,46945,46367,48220,48644,50335,51703,53189,53271,55483,56794,63464,67129,72603,76192,78633,75897,71159,67546,67784,65587,66543
49222,50174,51654,53597,52427,52323,53206,52266,52187,49349,49701,49330,50571,48457,56055,53878,50198,51121,50818,49410,48802,47339,47937,46125,46847,46029,46178,45633,47412,47900,49579,50978,52443,52547,54756,56077,62692,66289,71723,75270,77749,75123,70480,66865,67095,65000
47492,48248,49082,50616,52498,51414,51324,52237,51289,51200,48372,48729,48354,49546,47484,54948,52765,49226,50124,49850,48491,47963,46489,47060,45305,46030,45164,45402,44855,46639,47170,48839,50216,51721,51797,54070,55347,61857,65409,70842,74373,76839,74300,69801,66180,66392
45912,46427,47141,48001,49593,51338,50338,50260,51142,50271,50073,47349,47736,47306,48504,46492,53727,51695,48105,49108,48842,47584,47037,45492,46092,44419,45122,44343,44489,44041,45786,46352,48050,49436,50956,51000,53243,54527,60998,64507,69839,73366,75896,73434,69005,65395
43773,44832,45287,46031,46945,48427,50114,49216,49033,50012,49113,48935,46270,46598,46239,47331,45437,52448,50426,46999,48024,47792,46504,45946,44438,45144,43431,44076,43418,43555,43126,44882,45425,47246,48583,50107,50171,52433,53639,60075,63593,68864,72355,74907,72556,68177
42828,42649,43622,44087,44857,45776,47173,48900,47986,47805,48748,47858,47730,45111,45389,45094,46168,44302,51080,49182,45887,46888,46747,45359,44796,43334,44071,42410,43003,42352,42574,42225,43896,44514,46363,47680,49262,49364,51542,52776,59128,62632,67844,71400,73822,71636
40447,41557,41357,42376,42855,43590,44459,45952,47525,46647,46438,47403,46620,46466,43897,44171,43903,44942,43152,49693,47853,44713,45665,45459,44136,43584,42198,42947,41322,41917,41318,41525,41271,42832,43586,45410,46742,48297,48480,50641,51864,58164,61640,66770,70317,72748
